sequence_id,event_type,side,price,quantity,regime_id,regime_name,latent_mid
421,ADD,BID,99.95,8.1962,0,stable_liquid,100.007877
422,ADD,ASK,100.06,7.2139,0,stable_liquid,100.010919
423,ADD,BID,99.95,5.6936,0,stable_liquid,100.013508
424,ADD,BID,99.95,11.4638,0,stable_liquid,100.015768
425,CANCEL,BID,99.9,0.0011,0,stable_liquid,100.023579
426,ADD,ASK,100.04,6.457,0,stable_liquid,100.018023
427,TRADE,ASK,99.95,5.5696,0,stable_liquid,100.018625
428,ADD,ASK,100.04,5.4834,0,stable_liquid,100.015697
429,ADD,BID,99.95,5.9724,0,stable_liquid,100.01528
430,ADD,BID,99.95,10.3552,0,stable_liquid,100.017905
431,ADD,BID,99.95,6.6407,0,stable_liquid,100.017271
432,ADD,BID,99.95,5.4265,0,stable_liquid,100.023393
433,CANCEL,BID,99.88,0.3303,0,stable_liquid,100.023567
434,CANCEL,BID,99.94,24.2509,0,stable_liquid,100.015467
435,ADD,BID,99.95,5.5993,0,stable_liquid,100.012371
436,ADD,ASK,100.02,5.3288,0,stable_liquid,100.014189
437,ADD,BID,99.95,5.7224,0,stable_liquid,100.018001
438,ADD,ASK,100.04,19.0973,0,stable_liquid,100.011811
439,CANCEL,ASK,100.09,8.7699,0,stable_liquid,100.011759
440,CANCEL,ASK,100.06,47.912,0,stable_liquid,100.010492
441,ADD,BID,99.95,11.3282,0,stable_liquid,100.008965
442,ADD,BID,99.95,6.4308,0,stable_liquid,100.00339
443,ADD,BID,99.95,5.2701,0,stable_liquid,99.99981
444,ADD,BID,99.95,6.2911,0,stable_liquid,99.999728
445,ADD,BID,99.95,6.9673,0,stable_liquid,100.005982
446,ADD,BID,99.95,8.7048,0,stable_liquid,100.01211
447,ADD,BID,99.95,5.9104,0,stable_liquid,100.011736
448,CANCEL,ASK,100.02,50.3668,0,stable_liquid,100.007966
449,ADD,BID,99.95,11.1644,0,stable_liquid,100.006447
450,ADD,ASK,100.03,9.2842,0,stable_liquid,100.003342
451,ADD,BID,99.95,17.8081,0,stable_liquid,100.002641
452,CANCEL,BID,99.93,2.8916,0,stable_liquid,99.999166
453,TRADE,ASK,99.95,6.1589,0,stable_liquid,99.997362
454,TRADE,BID,99.96,18.9181,0,stable_liquid,99.993893
455,ADD,ASK,100.01,7.7547,0,stable_liquid,99.99116
456,ADD,BID,99.95,5.304,0,stable_liquid,99.996161
457,ADD,BID,99.95,11.9264,0,stable_liquid,99.995579
458,ADD,ASK,100.04,5.6401,0,stable_liquid,99.997717
459,ADD,ASK,100.05,12.2792,0,stable_liquid,99.999161
460,CANCEL,BID,99.87,0.0082,0,stable_liquid,99.995879
461,ADD,BID,99.95,9.1518,0,stable_liquid,99.996139
462,ADD,ASK,100.01,8.6996,0,stable_liquid,99.992502
463,ADD,BID,99.94,9.5222,0,stable_liquid,99.989071
464,ADD,BID,99.95,6.8119,0,stable_liquid,99.989011
465,ADD,ASK,100.04,14.8586,0,stable_liquid,99.989204
466,ADD,BID,99.94,8.0533,0,stable_liquid,99.992595
467,ADD,BID,99.95,5.9087,0,stable_liquid,99.99418
468,ADD,ASK,100.02,6.0024,0,stable_liquid,99.99182
469,ADD,BID,99.95,8.7664,0,stable_liquid,99.992209
470,CANCEL,ASK,100.06,7.7653,0,stable_liquid,99.996118
471,ADD,BID,99.94,9.3215,0,stable_liquid,99.987463
472,ADD,ASK,100.03,5.0776,0,stable_liquid,99.987305
473,ADD,BID,99.95,8.287,0,stable_liquid,99.988535
474,ADD,BID,99.93,5.8984,0,stable_liquid,99.984927
475,ADD,ASK,100.0,10.3633,0,stable_liquid,99.984673
476,ADD,BID,99.95,6.8773,0,stable_liquid,99.987414
477,ADD,BID,99.95,10.0264,0,stable_liquid,99.987641
478,CANCEL,ASK,100.02,10.8651,0,stable_liquid,99.981526
479,CANCEL,BID,99.87,0.001,0,stable_liquid,99.978099
480,ADD,ASK,100.03,5.8864,0,stable_liquid,99.978436
481,ADD,ASK,99.99,8.1115,0,stable_liquid,99.981069
482,ADD,ASK,99.99,6.4285,0,stable_liquid,99.983607
483,CANCEL,BID,99.92,0.1275,0,stable_liquid,99.977557
484,ADD,BID,99.95,10.3103,0,stable_liquid,99.975348
485,TRADE,ASK,99.95,7.7713,0,stable_liquid,99.974063
486,TRADE,BID,99.96,5.2171,0,stable_liquid,99.9805
487,ADD,BID,99.95,5.3816,0,stable_liquid,99.974584
488,ADD,ASK,100.01,18.9414,0,stable_liquid,99.968994
489,ADD,ASK,99.97,6.1495,0,stable_liquid,99.964092
490,CANCEL,BID,99.88,0.0251,0,stable_liquid,99.955108
491,ADD,BID,99.95,5.9511,0,stable_liquid,99.958189
492,CANCEL,BID,99.93,5.0676,0,stable_liquid,99.959279
493,TRADE,ASK,99.95,9.7559,0,stable_liquid,99.96246
494,TRADE,BID,99.96,2.4589,0,stable_liquid,99.958558
495,CANCEL,BID,99.88,0.0303,0,stable_liquid,99.955703
496,ADD,BID,99.9,5.8028,0,stable_liquid,99.953149
497,CANCEL,ASK,99.99,17.3436,0,stable_liquid,99.951724
498,ADD,ASK,99.97,6.6126,0,stable_liquid,99.958893
499,ADD,ASK,99.96,5.5263,0,stable_liquid,99.954916
